167_pengzedm.py;0;153_Jerry1988.py;100.0;1;164_fighting_rex.py;100.0;2;301_lishichengyan.py;100.0;3;227_sidag.py;100.0;4;218_mangoman.py;100.0;
164_fighting_rex.py;5;153_Jerry1988.py;100.0;6;301_lishichengyan.py;100.0;7;227_sidag.py;100.0;8;218_mangoman.py;100.0;
301_lishichengyan.py;9;153_Jerry1988.py;100.0;10;227_sidag.py;100.0;11;218_mangoman.py;100.0;
227_sidag.py;12;153_Jerry1988.py;100.0;13;218_mangoman.py;100.0;
218_mangoman.py;14;153_Jerry1988.py;100.0;
268_bofeng07.py;15;197_xuwd11.py;100.0;
442_iofu728.py;16;423_gunjianpan-5.py;100.0;
431_Eser.py;17;405_tiandaliu.py;100.0;18;313_crescent-lee.py;100.0;19;248_bobalice.py;100.0;
409_wxy9018.py;20;38_derkuci.py;100.0;
405_tiandaliu.py;21;313_crescent-lee.py;100.0;22;248_bobalice.py;100.0;
316_shutakahama.py;23;305_kehaar.py;100.0;24;294_WangQiuc.py;100.0;
305_kehaar.py;25;294_WangQiuc.py;100.0;
97_Andily1.py;26;282_user3677q.py;100.0;
312_4dys.py;27;273_Yidadaa.py;100.0;
313_crescent-lee.py;28;248_bobalice.py;100.0;
149_seewoo5.py;29;130_boliu1997.py;100.0;
